"abbr","country","topic","subtopic","topic_slug","subtopic_slug","sentence",value,"source_doc"
"DK","Denmark","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The process for enacting legislation involves a comprehensive preparatory process.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0303&from=EN"
"DK","Denmark","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The decision-making process leading to the suspension of courts’ activities during the COVID-19 pandemic has been subject to debate.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0303&from=EN"
"EE","Estonia","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Estonia scores 74/100 in the Transparency International Corruption Perceptions Index and ranks 8th in the European Union and 18th globally.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Prevention","anti-corruption","prevention","A new anti-corruption strategy is in preparation.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Prevention","anti-corruption","prevention","There are no comprehensive whistleblower protection rules in place.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Prevention","anti-corruption","prevention","Lobbying is not regulated.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Prevention","anti-corruption","prevention","Provisions have been introduced to regulate ‘revolving doors’.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Represive measures","anti-corruption","represive-measures","Competences in the prevention and fight against corruption are shared between different institutions.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Anti-corruption","Represive measures","anti-corruption","represive-measures","There has been some debate on the need for managers of state-owned companies to make their economic interest public.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Justice","Efficiency","justice","efficiency","The Estonian justice system is working efficiently.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Justice","Independence","justice","independence","The Supreme Court and other judicial self-governance bodies play an important role in judicial appointments and other decisions on the justice system.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Justice","Independence","justice","independence","The level of perceived judicial independence is average among the general public and low among companies.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Justice","Independence","justice","independence","The Council for Administration of Courts plays an important role in determining the resources for the judiciary, and contributed to the response to the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Justice","Quality","justice","quality","Information and communication technologies in courts are advanced, and are being further developed to make the courts function smoothly despite the COVID-19 related challenges.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The right to information is established in the Constitution, and the Public Information Act regulates the public’s right to access information held by public authorities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The framework for the protection of journalists is comprehensive.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","A planned reform aims to strengthen the independence of the media regulator - the Consumer Protection and Technical Regulatory Authority (ECPTRA).",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The Estonian Press Council (Pressinõukogu) is a voluntary self-regulating body.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","There are currently no specific legal provisions requiring the disclosure of ownership information.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Other Institutional Issues","Accessibility","other-institutional-issues","accessibility","Constitutional review is carried out by the Supreme Court’s Constitutional Review Chamber.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","A new Civil Society Development Plan 2021-2030 is being developed.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","Amendments broadened the mandate of the Office of the Chancellor for Justice (Ombudsperson).",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","A new law-making environment and legislative policy guidelines are being developed to further enhance the user-friendliness and inclusiveness for the public and stakeholders.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EE","Estonia","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","In relation to the COVID-19 pandemic, Estonia declared an emergency situation.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0305&from=EN"
"EL","Greece","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Whereas Greece scored 36/100 in 2012 on the Transparency International Corruption Perceptions Index, its score increased to 48/100 in 2019, placing Greece 17th in the EU and 60th globally.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","A recent revision of the criminal legislation took place and some further amendments are envisaged.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","Important steps to address obstacles to prosecuting high-level corruption have been taken through constitutional amendments.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","Several important anti-corruption reforms completed in the past are currently being implemented.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","Greece has carried out several reforms to improve and strengthen the legal framework of the asset declarations system.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","A recent reform introduces new provisions on conflicts of interest.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","Lobbying in Greece remains largely unregulated and the whistle-blower protection framework is incomplete.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Prevention","anti-corruption","prevention","As regards ‘revolving doors’, the legal framework has been amended in 2019.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Represive measures","anti-corruption","represive-measures","The cooperation and coordination among different audit authorities and inspection bodies has been strengthened.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Anti-corruption","Represive measures","anti-corruption","represive-measures","Two specialised anti-corruption units are responsible for tackling corruption committed by politicians and high-ranking officials.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Efficiency","justice","efficiency","The justice system continues to face challenges as regards its overall efficiency.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Independence","justice","independence","The three branches of the judiciary enjoy a high level of self-administration.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Independence","justice","independence","The level of perceived judicial independence is average.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Quality","justice","quality","A significant number of reforms have been initiated in the context of the economic adjustment programmes in the past years, but the implementation record shows mixed results.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Quality","justice","quality","In the context of the COVID-19 pandemic, Greece has made efforts to accelerate the digitalisation of the public administration.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Justice","Quality","justice","quality","The authorities recently launched an initiative of creating specialised chambers in civil and administrative courts.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Freedom of expression is recognised by the Constitution.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Journalists face challenges as regards their working conditions and safety.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","Independence of the regulator for audio-visual media services is ensured, but it lacks resources.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Transparency of media ownership is ensured only partially, notably for audio-visual media services.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","The criteria for the distribution of indirect state subsidies are reported to be fair.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Other Institutional Issues","Accessibility","other-institutional-issues","accessibility","Access to information, including to administrative decisions, is secured and transparency is safeguarded through a policy on access to governmental information.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","The freedom of association is enshrined in the Constitution, although there is no specific enabling framework for civil society.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","Respect for fundamental and constitutional rights is ensured in several ways, including independent authorities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","The legislative process is undergoing reform efforts to standardise and streamline the preparatory phase and to improve its quality.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"EL","Greece","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","A comprehensive reform of law-making procedures aims at strengthening the quality of legislation.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0307&from=EN"
"ES","Spain","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Spain scores 62/100 in the Transparency International 2019 Corruption Perceptions Index and ranks 10th in the European Union and 30th globally4",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Prevention","anti-corruption","prevention","The rules on asset disclosure, conflict of interests and incompatibilities are not consistent across various levels of Government and categories of officials.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Prevention","anti-corruption","prevention","The Council of Transparency and Good Governance monitors access to information, compliance with transparency obligations and good governanc",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Prevention","anti-corruption","prevention","Provisions on ethics and conflicts of interests have been established as regards Government and senior officials",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Prevention","anti-corruption","prevention","Whistle-blower protection and lobbying regulation require attention",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Represive measures","anti-corruption","represive-measures","Spain has strengthened its legal framework to cover extensively the criminalisation and prosecution of corruption-related offences, as well as the criminal liability of legal entities for bribery and corruption in international commercial transactions",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Represive measures","anti-corruption","represive-measures","There is no dedicated overall anti-corruption strategy in place",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Anti-corruption","Represive measures","anti-corruption","represive-measures","The investigation and prosecution of corruption offences is divided between several law enforcement authorities",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Efficiency","justice","efficiency","The duration of court proceedings in Spain is increasing",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Efficiency","justice","efficiency","Spain is taking measures to increase efficiency in courts",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Independence","justice","independence","The Council for the Judiciary has been exercising its functions ad interim since December 2018.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Independence","justice","independence","The level of perceived judicial independence is average",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Independence","justice","independence","The relation between the Prosecutor General and the executive is being discussed",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Quality","justice","quality","Draft legislation amending the Code of Criminal Procedure is being prepared",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Quality","justice","quality","The use of ICT tools is well established in the justice system and investment in digitalisation continues",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Justice","Quality","justice","quality","The COVID-19 pandemic has had an impact on the functioning of the justice system.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Media freedom is protected by law",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","Civil society has raised concerns as regards the protection of freedom of information",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","Regulatory powers for audio-visual media services are entrusted to the CNMC (National Commission of Markets and Competition)",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Provisions regarding the transparency of media ownership are enshrined in the General Law for Audio-visual Communication",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Legislative provisions regulate the contracting of state advertising and institutional campaigns",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","Spain has developed so-called ‘Open Government Plans’.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","The protection of fundamental rights is ensured by independent authorities.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Spain has a mixed regime for the constitutional review of laws.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Stakeholders are involved in the legislative procedure, and there are safeguards for transparency.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"ES","Spain","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Emergency powers were used in the context of the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0308&from=EN"
"FI","Finland","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","Finland scores 86/100 in the Transparency International Corruption Perception Index and ranks 2nd in the European Union and 3rd globally.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","Finland has the legal framework to combat corruption largely in place.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","A draft anti-corruption strategy 2017-2021, submitted to the Ministry of Justice in 2017, has yet to be adopted by the Government.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","A Code of Conduct for civil servants and top executive functions is under preparation.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","Asset disclosure for senior Government officials is regulated by the Act on Public Officials in Central Government.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","Work on introducing a transparency register is ongoing.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Prevention","anti-corruption","prevention","Certain restrictions exist to limit ‘revolving doors’ and an extension to these measures is currently being prepared.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Represive measures","anti-corruption","represive-measures","Several different authorities are jointly responsible for efforts to combat corruption.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Represive measures","anti-corruption","represive-measures","The National Bureau of Investigation (NBI) has competences to investigate corruption.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Anti-corruption","Represive measures","anti-corruption","represive-measures","There is no explicit definition of conflict of interest in the legislation.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Efficiency","justice","efficiency","The justice system manages its caseload efficiently.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Independence","justice","independence","The Finnish justice system is characterised by a very high level of perceived independence.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Independence","justice","independence","A new independent body has been established to safeguard judicial independence.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Quality","justice","quality","The structure of the prosecution service has been reformed to improve its effectiveness.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Quality","justice","quality","Certain challenges remain as regards the digitalisation of the justice system.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Quality","justice","quality","The services offered by state legal aid offices have been expanded and it is now possible to receive certain services remotely.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Justice","Quality","justice","quality","The new National Courts Administration has played an important role in supporting courts during the COVID-19 pandemic.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The framework for protection of journalists appears robust.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Journalists' Protection","media-pluralism","journalists-protection","The government is reflecting on additional measures to protect journalists from online attacks.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","Following a recent merger, the Finnish Transport and Communications Agency (Traficom) acts as the independent media regulatory body.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Regulatory authorities","media-pluralism","regulatory-authorities","The Finnish Council for Mass Media (Julkisen sanan neuvosto) is a self-regulating committee established by publishers and journalists.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","There are no specific rules governing transparency of media ownership, but voluntary disclosure is common.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Media Pluralism","Transparency of Media","media-pluralism","transparency-of-media","Finland has a strong tradition of transparency in government.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Other Institutional Issues","Civil Society","other-institutional-issues","civil-society","The National Democracy Programme aims at further improving the framework for civil society and participatory democracy.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Other Institutional Issues","Independent Authorities","other-institutional-issues","independent-authorities","A reform process has been initiated to clarify the mandates of different independent authorities safeguarding fundamental rights.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","An impact assessment framework and comprehensive consultation process are part of a particularly inclusive framework for enacting legislation.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FI","Finland","Other Institutional Issues","Preparing and enacting laws","other-institutional-issues","preparing-and-enacting-laws","Emergency powers were used in the context of the COVID-19 pandemic and have been subject to constitutional review.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0325&from=EN"
"FR","France","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","France scores 69/100 on the latest Transparency Corruption Perception Index, ranking 9th in the European Union and 23rd globally.",1,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Institutional Framework","anti-corruption","institutional-framework","The Anti-Corruption Agency (AFA) has been established on 9 December 2016.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Prevention","anti-corruption","prevention","The High Authority for the Transparency of Public Life (HATVP) is responsible for ensuring the integrity of public institutions.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Prevention","anti-corruption","prevention","While all police branches can investigate corruption crimes, a Central Office for Combating Corruption and Tax Offenses (OCLCIFF) is dedicated specifically to investigating corruption and bribery of foreign public officials.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Prevention","anti-corruption","prevention","Companies of a certain size are under the obligation to set up anti-corruption programmes.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Prevention","anti-corruption","prevention","A consolidated regime for whistleblower protection has been put in place.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Prevention","anti-corruption","prevention","Provisions are broadly in place to regulate lobbying and ‘revolving doors’.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Represive measures","anti-corruption","represive-measures","National legislation criminalises all forms of active and passive corruption offences in the public and private sector.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Represive measures","anti-corruption","represive-measures","The work of the National Financial Prosecutor (PNF) has led to the prosecution and conviction of several high-level cases including politicians and representatives of international companies.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Anti-corruption","Represive measures","anti-corruption","represive-measures","Public interest judicial agreements (CJIP) provide an alternative to prosecution in France.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Justice","Efficiency","justice","efficiency","Civil justice faces some challenges with regards to its efficiency.",2,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
"FR","France","Justice","Independence","justice","independence","Reforms to further strengthen judicial independence have recently been proposed.",3,"https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:52020SC0309&from=EN"
